Time, Mps, SystemCpu
0, 0, 1
1, 69686, 0.7286585365853658
2, 725026, 0.44729907773386035
3, 740366, 0.4534038334434898
4, 752009, 0.4339622641509434
5, 716661, 0.48232154769846564
6, 735232, 0.44651162790697674
7, 755303, 0.4325767690253671
8, 756222, 0.42961004626569727
9, 745292, 0.43117408906882587
10, 746059, 0.4440745672436751
11, 747946, 0.4320905459387483
12, 749381, 0.4273275284661755
13, 754106, 0.4225352112676056
14, 736980, 0.431438127090301
15, 757388, 0.4375
16, 738806, 0.4513333333333333
17, 746631, 0.4291417165668663
18, 746052, 0.4418758256274769
19, 739660, 0.44393139841688656
20, 746763, 0.4340878828229028
21, 745157, 0.42923898531375165
22, 741289, 0.4299065420560748
23, 752618, 0.42543275632490013
24, 740330, 0.438292194796531
25, 742328, 0.4353333333333333
26, 751541, 0.44047619047619047
27, 746930, 0.4340622929092114
28, 747709, 0.42245989304812837
29, 729822, 0.43154362416107384
30, 745444, 0.4338482202820685
31, 728173, 0.436
32, 752710, 0.4232558139534884
33, 746519, 0.43393695506371566
34, 755528, 0.4369250985545335
35, 769018, 0.41937624419376246
36, 761033, 0.44473684210526315
37, 744335, 0.44540039708802115
38, 753579, 0.4431818181818182
39, 753259, 0.41711590296495954
40, 752368, 0.4199335548172758
41, 744444, 0.44273275284661756
42, 740445, 0.4493712772998014
43, 753677, 0.4177215189873418
44, 746956, 0.431909212283044
45, 740537, 0.4277148567621586
46, 748895, 0.4149293880295898
47, 742237, 0.40620782726045884
48, 748482, 0.42923898531375165
49, 750909, 0.42361574382921946
50, 743981, 0.4258760107816712
51, 754185, 0.4309651474530831
52, 758135, 0.42021276595744683
53, 748729, 0.42971887550200805
54, 750036, 0.4168900804289545
55, 748768, 0.4318936877076412
56, 744266, 0.442753143613501
57, 746109, 0.4408817635270541
58, 753973, 0.4263824117255163
59, 750062, 0.42185430463576157
60, 747388, 0.4353019243530193
61, 749064, 0.42538825118163404
62, 753999, 0.43861977438619776
63, 745980, 0.4324683965402528
64, 747566, 0.42384105960264895
65, 737728, 0.4370860927152318
66, 744269, 0.44021376085504343
67, 746683, 0.4099462365591398
68, 746623, 0.4377059986816085
69, 740164, 0.4326666666666667
70, 748260, 0.41611185086551267
71, 755089, 0.43359893758300133
72, 750140, 0.4163890739506995
73, 749811, 0.4229993275050437
74, 739625, 0.45030020013342226
75, 745538, 0.4326476443264764
76, 744637, 0.42895263509006004
77, 750120, 0.43057409879839786
78, 750996, 0.4149293880295898
79, 740053, 0.42914438502673796
80, 746504, 0.4209827357237716
81, 764584, 0.4447385837193911
82, 740223, 0.4337748344370861
83, 738788, 0.4436290860573716
84, 741127, 0.4342548887390425
85, 745879, 0.4304723885562209
86, 746972, 0.4397068620919387
87, 759558, 0.4325581395348837
88, 742480, 0.433003300330033
89, 739718, 0.44066666666666665
90, 748956, 0.4312541918175721
91, 738560, 0.44940079893475365
92, 749332, 0.4172806430006698
93, 741089, 0.4304461942257218
94, 738913, 0.43536503683858
95, 752156, 0.42572944297082227
96, 741926, 0.4192900200937709
97, 749622, 0.42857142857142855
98, 749768, 0.41688829787234044
99, 748225, 0.42638241172551633
100, 743417, 0.45105820105820105
101, 742949, 0.4441489361702127
102, 748242, 0.43387314439946023
103, 747938, 0.423963133640553
104, 744204, 0.41899070385126164
105, 747402, 0.44
106, 726058, 0.4394141145139814
107, 754110, 0.43658210947930576
108, 742521, 0.4309428950863214
109, 763188, 0.41466666666666663
110, 759173, 0.4299933642999336
111, 744508, 0.44161073825503355
112, 749327, 0.41644562334217505
113, 743335, 0.43163538873994634
