1410014466872, 1410014467113, the, 1
1410014467108, 1410014467116, cow, 1
1410014467109, 1410014467117, jumped, 1
1410014467109, 1410014467118, over, 1
1410014467110, 1410014467121, the, 2
1410014467111, 1410014467121, moon, 1
1410014467112, 1410014467121, the, 3
1410014467113, 1410014467122, cow, 2
1410014467114, 1410014467123, jumped, 2
1410014467114, 1410014467123, over, 2
1410014467115, 1410014467124, the, 4
1410014467116, 1410014467125, moon, 2
1410014467116, 1410014467125, the, 5
1410014467120, 1410014467126, cow, 3
1410014467121, 1410014467126, jumped, 3
1410014467121, 1410014467127, over, 3
1410014467122, 1410014467127, the, 6
1410014467124, 1410014467128, moon, 3
1410014467174, 1410014467176, the, 7
1410014467175, 1410014467177, cow, 4
1410014467175, 1410014467178, jumped, 4
1410014467176, 1410014467180, over, 4
1410014467177, 1410014467180, the, 8
1410014467177, 1410014467181, moon, 4
1410014467275, 1410014467276, the, 9
1410014467275, 1410014467277, cow, 5
1410014467275, 1410014467278, jumped, 5
1410014467276, 1410014467278, over, 5
1410014467277, 1410014467279, the, 10
1410014467278, 1410014467280, moon, 5
1410014467375, 1410014467377, the, 11
1410014467376, 1410014467378, cow, 6
1410014467377, 1410014467379, jumped, 6
1410014467377, 1410014467380, over, 6
1410014467378, 1410014467381, the, 12
1410014467379, 1410014467382, moon, 6
1410014467476, 1410014467478, the, 13
1410014467476, 1410014467479, cow, 7
1410014467477, 1410014467480, jumped, 7
1410014467478, 1410014467482, over, 7
1410014467479, 1410014467483, the, 14
1410014467482, 1410014467484, moon, 7
1410014467576, 1410014467578, the, 15
1410014467577, 1410014467579, cow, 8
1410014467577, 1410014467580, jumped, 8
1410014467578, 1410014467581, over, 8
1410014467580, 1410014467582, the, 16
1410014467580, 1410014467583, moon, 8
1410014467677, 1410014467679, the, 17
1410014467678, 1410014467680, cow, 9
1410014467678, 1410014467681, jumped, 9
1410014467679, 1410014467682, over, 9
1410014467680, 1410014467682, the, 18
1410014467681, 1410014467683, moon, 9
1410014467778, 1410014467780, the, 19
1410014467779, 1410014467781, cow, 10
1410014467780, 1410014467782, jumped, 10
1410014467781, 1410014467783, over, 10
1410014467781, 1410014467784, the, 20
1410014467782, 1410014467784, moon, 10
1410014467878, 1410014467880, the, 21
1410014467879, 1410014467881, cow, 11
1410014467880, 1410014467882, jumped, 11
1410014467881, 1410014467883, over, 11
1410014467882, 1410014467885, the, 22
1410014467882, 1410014467885, moon, 11
1410014467979, 1410014467981, the, 23
1410014467980, 1410014467982, cow, 12
1410014467980, 1410014467983, jumped, 12
1410014467981, 1410014467984, over, 12
1410014467982, 1410014467984, the, 24
1410014467982, 1410014467985, moon, 12
1410014468079, 1410014468082, the, 25
1410014468080, 1410014468083, cow, 13
1410014468081, 1410014468084, jumped, 13
1410014468082, 1410014468084, over, 13
1410014468082, 1410014468085, the, 26
1410014468083, 1410014468086, moon, 13
1410014468180, 1410014468182, the, 27
1410014468181, 1410014468183, cow, 14
1410014468181, 1410014468184, jumped, 14
1410014468183, 1410014468185, over, 14
1410014468183, 1410014468186, the, 28
1410014468184, 1410014468187, moon, 14
1410014468281, 1410014468283, the, 29
1410014468282, 1410014468284, cow, 15
1410014468282, 1410014468285, jumped, 15
1410014468283, 1410014468285, over, 15
1410014468284, 1410014468286, the, 30
1410014468284, 1410014468287, moon, 15
1410014468381, 1410014468383, the, 31
1410014468382, 1410014468384, cow, 16
1410014468382, 1410014468385, jumped, 16
1410014468383, 1410014468386, over, 16
1410014468384, 1410014468387, the, 32
1410014468385, 1410014468387, moon, 16
1410014468482, 1410014468484, the, 33
1410014468483, 1410014468485, cow, 17
1410014468483, 1410014468486, jumped, 17
1410014468484, 1410014468487, over, 17
1410014468485, 1410014468488, the, 34
1410014468486, 1410014468489, moon, 17
1410014468583, 1410014468585, the, 35
1410014468584, 1410014468586, cow, 18
1410014468584, 1410014468587, jumped, 18
1410014468585, 1410014468588, over, 18
1410014468586, 1410014468588, the, 36
1410014468587, 1410014468589, moon, 18
1410014468683, 1410014468685, the, 37
1410014468684, 1410014468686, cow, 19
1410014468684, 1410014468687, jumped, 19
1410014468685, 1410014468688, over, 19
1410014468686, 1410014468688, the, 38
1410014468686, 1410014468689, moon, 19
1410014468784, 1410014468786, the, 39
1410014468785, 1410014468787, cow, 20
1410014468786, 1410014468788, jumped, 20
1410014468787, 1410014468789, over, 20
1410014468787, 1410014468790, the, 40
1410014468789, 1410014468790, moon, 20
1410014468884, 1410014468886, the, 41
1410014468885, 1410014468887, cow, 21
1410014468885, 1410014468888, jumped, 21
1410014468886, 1410014468888, over, 21
1410014468887, 1410014468889, the, 42
1410014468887, 1410014468890, moon, 21
1410014468985, 1410014468987, the, 43
1410014468986, 1410014468988, cow, 22
1410014468987, 1410014468989, jumped, 22
1410014468987, 1410014468990, over, 22
1410014468988, 1410014468991, the, 44
1410014468989, 1410014468991, moon, 22
1410014469086, 1410014469088, the, 45
1410014469087, 1410014469089, cow, 23
1410014469088, 1410014469090, jumped, 23
1410014469089, 1410014469091, over, 23
1410014469089, 1410014469092, the, 46
1410014469090, 1410014469092, moon, 23
1410014469186, 1410014469188, the, 47
1410014469187, 1410014469189, cow, 24
1410014469188, 1410014469189, jumped, 24
1410014469188, 1410014469190, over, 24
1410014469189, 1410014469191, the, 48
1410014469189, 1410014469191, moon, 24
1410014469287, 1410014469289, the, 49
1410014469288, 1410014469290, cow, 25
1410014469288, 1410014469291, jumped, 25
1410014469289, 1410014469291, over, 25
1410014469290, 1410014469292, the, 50
1410014469290, 1410014469293, moon, 25
1410014469388, 1410014469390, the, 51
1410014469390, 1410014469391, cow, 26
1410014469391, 1410014469392, jumped, 26
1410014469391, 1410014469393, over, 26
1410014469392, 1410014469394, the, 52
1410014469393, 1410014469394, moon, 26
1410014469488, 1410014469490, the, 53
1410014469488, 1410014469491, cow, 27
1410014469489, 1410014469492, jumped, 27
1410014469490, 1410014469492, over, 27
1410014469491, 1410014469493, the, 54
1410014469492, 1410014469493, moon, 27
1410014469588, 1410014469590, the, 55
1410014469589, 1410014469591, cow, 28
1410014469589, 1410014469591, jumped, 28
1410014469590, 1410014469592, over, 28
1410014469591, 1410014469593, the, 56
1410014469592, 1410014469594, moon, 28
1410014469689, 1410014469691, the, 57
1410014469690, 1410014469692, cow, 29
1410014469690, 1410014469693, jumped, 29
1410014469691, 1410014469693, over, 29
1410014469691, 1410014469694, the, 58
1410014469692, 1410014469695, moon, 29
1410014469789, 1410014469791, the, 59
1410014469789, 1410014469792, cow, 30
1410014469790, 1410014469792, jumped, 30
1410014469791, 1410014469793, over, 30
1410014469791, 1410014469794, the, 60
1410014469792, 1410014469794, moon, 30
1410014469890, 1410014469892, the, 61
1410014469890, 1410014469893, cow, 31
1410014469891, 1410014469893, jumped, 31
1410014469891, 1410014469893, over, 31
1410014469892, 1410014469894, the, 62
1410014469893, 1410014469895, moon, 31
1410014469990, 1410014469992, the, 63
1410014469991, 1410014469993, cow, 32
1410014469991, 1410014469994, jumped, 32
1410014469992, 1410014469994, over, 32
1410014469993, 1410014469995, the, 64
1410014469993, 1410014469996, moon, 32
1410014470091, 1410014470093, the, 65
1410014470092, 1410014470094, cow, 33
1410014470092, 1410014470094, jumped, 33
1410014470093, 1410014470095, over, 33
1410014470094, 1410014470095, the, 66
1410014470094, 1410014470096, moon, 33
1410014470192, 1410014470193, the, 67
1410014470193, 1410014470194, cow, 34
1410014470193, 1410014470195, jumped, 34
