Time, Mps, SystemCpu
0, 0, 0.10730886962338174
1, 6465, 0.9438775510204082
2, 8421, 0.9949367088607595
3, 59074, 0.9479166666666666
4, 111084, 0.9199999999999999
5, 66823, 0.859504132231405
6, 109313, 0.9543010752688172
7, 130492, 0.9424083769633508
8, 133161, 0.9410187667560321
9, 118852, 0.9315068493150684
10, 95942, 0.8598901098901099
11, 127554, 0.9525065963060686
12, 133271, 0.9453551912568305
13, 107203, 0.9619565217391304
14, 113168, 0.956989247311828
15, 128271, 0.925414364640884
16, 78880, 0.8599439775910364
17, 132602, 0.9184782608695652
18, 123371, 0.9651474530831099
19, 131859, 0.9514824797843666
20, 119607, 0.967741935483871
21, 100243, 0.9052924791086351
22, 112906, 0.9666666666666667
23, 116849, 0.9234972677595628
24, 118750, 0.9651474530831099
25, 127399, 0.9234972677595628
26, 112568, 0.9661458333333334
27, 144651, 0.9501312335958005
28, 134120, 0.907103825136612
29, 124351, 0.9326145552560647
30, 120388, 0.9566395663956639
31, 129926, 0.9596774193548387
32, 121094, 0.9573333333333334
33, 136895, 0.9410187667560321
34, 104186, 0.9405405405405405
35, 105038, 0.913888888888889
36, 117572, 0.9512195121951219
37, 125368, 0.9378378378378378
38, 111510, 0.9005376344086022
39, 133647, 0.9322493224932249
40, 113912, 0.8940217391304348
41, 115334, 0.9135135135135135
42, 125648, 0.9327956989247312
43, 156126, 0.9308510638297872
44, 146374, 0.9442970822281167
45, 121941, 0.9400544959128065
46, 108802, 0.9243243243243244
47, 102341, 0.9299191374663073
48, 128488, 0.9675675675675675
49, 128060, 0.8864864864864864
50, 106725, 0.9193548387096775
51, 109099, 0.9297297297297297
52, 118361, 0.9042553191489362
53, 102517, 0.8422535211267606
54, 65381, 0.7922437673130194
55, 123676, 0.9197860962566844
56, 168825, 0.9222520107238605
57, 107524, 0.9626666666666667
58, 129602, 0.9403794037940381
59, 137329, 0.9202127659574468
60, 147267, 0.9312169312169312
61, 161439, 0.9321148825065274
62, 126438, 0.9182561307901907
63, 114732, 0.9568733153638814
64, 114905, 0.9567567567567568
65, 109221, 0.9260273972602739
66, 96881, 0.9549071618037135
67, 156126, 0.9411764705882353
68, 119288, 0.9408602150537635
69, 121590, 0.9487870619946092
70, 131215, 0.954177897574124
71, 123584, 0.9402173913043479
72, 93334, 0.8861788617886179
73, 105639, 0.9489247311827957
74, 125914, 0.9567567567567568
75, 125049, 0.9512195121951219
76, 108317, 0.923913043478261
77, 105067, 0.9622641509433962
78, 109195, 0.9558011049723757
79, 122472, 0.9518716577540107
80, 141826, 0.946236559139785
81, 109693, 0.8950276243093922
82, 88360, 0.8328690807799444
83, 122003, 0.9202127659574468
84, 117455, 0.9491978609625669
85, 116639, 0.9624664879356568
86, 119332, 0.9653333333333334
87, 125666, 0.9258241758241758
88, 115977, 0.9649595687331536
89, 138188, 0.946808510638298
90, 151320, 0.9463806970509383
91, 120765, 0.949468085106383
92, 137436, 0.9318801089918256
93, 113681, 0.9322493224932249
94, 139281, 0.9373297002724796
95, 88570, 0.875
96, 100351, 0.9569892473118279
97, 149453, 0.9397905759162304
98, 140919, 0.9359999999999999
99, 104429, 0.9566395663956639
100, 101841, 0.8674033149171271
101, 91241, 0.8873626373626373
102, 114321, 0.959349593495935
103, 115019, 0.9565217391304348
104, 73186, 0.8292011019283747
105, 113873, 0.9509536784741144
106, 105838, 0.9513513513513514
107, 132218, 0.913978494623656
108, 130617, 0.9522546419098143
109, 119042, 0.9565217391304348
110, 133714, 0.9490616621983914
111, 130652, 0.9526315789473685
112, 119399, 0.8997214484679666
113, 151307, 0.9264305177111717
114, 110019, 0.9517426273458445
115, 139818, 0.8699186991869919
116, 109194, 0.9427792915531336
117, 107253, 0.9595687331536388
118, 125878, 0.9543010752688172
119, 143243, 0.9441489361702128
120, 146042, 0.9405405405405405
121, 104057, 0.9624664879356568
122, 122719, 0.9614325068870524
123, 119175, 0.967741935483871
124, 115916, 0.9090909090909091
125, 88496, 0.873972602739726
126, 114889, 0.96524064171123
127, 110730, 0.9108635097493036
128, 101519, 0.9376693766937669
129, 133516, 0.9623655913978495
130, 120446, 0.9466666666666668
131, 120896, 0.9597855227882037
132, 92210, 0.8794520547945206
133, 59745, 0.7665706051873198
134, 130661, 0.9435483870967742
135, 132379, 0.9466666666666667
136, 132526, 0.9444444444444444
137, 113458, 0.9256198347107438
138, 132406, 0.9078590785907859
139, 110193, 0.9616438356164384
140, 119610, 0.9111111111111111
141, 127026, 0.9466666666666667
142, 113549, 0.9516129032258065
143, 133858, 0.9487870619946093
144, 123930, 0.9624664879356568
145, 129524, 0.9559228650137741
146, 133727, 0.9433962264150944
147, 136546, 0.9489247311827957
148, 141903, 0.9605263157894737
149, 125510, 0.9469496021220158
150, 129880, 0.9572192513368984
151, 121368, 0.9463806970509383
152, 111738, 0.9704301075268817
153, 129271, 0.9441489361702127
154, 110463, 0.8555555555555555
155, 114981, 0.945054945054945
156, 152927, 0.9438502673796791
157, 161137, 0.9416445623342176
158, 104620, 0.9402173913043479
159, 124795, 0.945945945945946
160, 108115, 0.9315068493150686
161, 131950, 0.9460916442048517
162, 141286, 0.9577836411609499
163, 132562, 0.9342105263157894
164, 133910, 0.9148351648351649
165, 136545, 0.9489247311827957
166, 115419, 0.878048780487805
167, 99220, 0.907859078590786
168, 162465, 0.9549071618037135
169, 123823, 0.9429347826086956
170, 112314, 0.9685863874345549
171, 117479, 0.9513513513513514
172, 124123, 0.9625668449197862
173, 119305, 0.9572192513368984
174, 129092, 0.9514824797843666
175, 118865, 0.9595687331536389
176, 114944, 0.9547872340425532
177, 150582, 0.9222520107238605
178, 128198, 0.9566395663956639
179, 130499, 0.956989247311828
180, 125421, 0.975609756097561
181, 120689, 0.934959349593496
182, 133480, 0.9249329758713136
183, 133816, 0.9469496021220158
184, 143654, 0.9472295514511873
185, 138001, 0.921832884097035
186, 118276, 0.9315068493150684
187, 109938, 0.9653333333333334
188, 144734, 0.9574468085106382
189, 142947, 0.9320652173913044
190, 148798, 0.9413333333333334
191, 110361, 0.9652406417112299
192, 109031, 0.9324324324324325
193, 131481, 0.9654255319148937
194, 109572, 0.944
195, 106660, 0.9113573407202216
196, 107063, 0.9354838709677419
197, 112389, 0.9681697612732096
198, 120832, 0.9594594594594594
199, 111610, 0.9460916442048517
200, 119112, 0.9673024523160763
201, 92572, 0.8825136612021858
202, 82325, 0.9303621169916434
203, 121163, 0.9482288828337875
204, 127869, 0.9463806970509383
205, 121721, 0.9019073569482289
206, 105402, 0.9618528610354224
207, 116902, 0.9497354497354498
208, 111704, 0.9626666666666668
209, 126537, 0.9308510638297873
210, 131147, 0.9518716577540107
211, 83824, 0.8535911602209945
212, 103678, 0.8967391304347827
213, 117873, 0.9214092140921408
214, 100833, 0.8528610354223433
215, 67305, 0.8
216, 120212, 0.9621621621621621
217, 105085, 0.9130434782608696
218, 118008, 0.9626666666666667
219, 116116, 0.9539295392953929
220, 101871, 0.9585635359116023
221, 149441, 0.9331550802139038
222, 122725, 0.9489247311827957
223, 128802, 0.9597855227882037
224, 85670, 0.8505747126436782
225, 87575, 0.854341736694678
226, 123938, 0.9234828496042216
227, 123616, 0.9482288828337875
228, 153726, 0.923076923076923
229, 128418, 0.9516129032258065
230, 142431, 0.9230769230769231
231, 135995, 0.924119241192412
232, 130184, 0.8906666666666667
233, 119231, 0.924119241192412
234, 124969, 0.9572192513368984
235, 126461, 0.953929539295393
236, 93961, 0.8595505617977528
237, 112657, 0.9301075268817205
238, 120811, 0.9111111111111111
239, 106799, 0.9456521739130435
240, 118088, 0.9540540540540541
