Time, Mps
0, 1188
1, 4252
2, 1591
3, 2311
4, 2365
5, 2322
6, 2354
7, 2341
8, 2340
9, 2326
10, 2355
11, 2341
12, 2336
13, 2348
14, 2336
15, 2355
16, 2333
17, 2366
18, 2336
19, 2323
20, 2340
21, 2336
22, 2346
23, 2815
24, 1848
25, 2328
26, 2324
27, 2811
28, 1860
29, 2778
30, 2437
31, 2484
32, 2990
33, 1687
34, 2887
35, 3358
36, 2409
37, 3791
38, 1811
39, 1986
40, 2334
41, 2925
42, 2289
43, 2808
44, 2338
